date,hour,temperture,rainy,holiday
1/8/2017,2,"8	","	0","	1"
1/8/2017,3,"8	","	0","	1"
1/8/2017,4,"8	","	0","	1"
1/8/2017,5,"8	","	0","	1"
1/8/2017,6,"8	","	0","	1"
1/8/2017,7,"8	","	0","	1"
1/8/2017,8,"8	","	0","	1"
1/8/2017,9,"8	","	0","	1"
1/8/2017,10,"8	","	0","	1"
1/8/2017,11,"8	","	0","	1"
1/8/2017,12,"8	","	0","	1"
1/8/2017,13,"8	","	0","	1"
1/8/2017,14,"8	","	0","	1"
1/8/2017,15,"8	","	0","	1"
1/8/2017,16,"8	","	0","	1"
1/8/2017,17,"8	","	0","	1"
1/8/2017,18,"8	","	0","	1"
1/8/2017,19,"8	","	1","	1"
1/8/2017,20,"7	","	1","	1"
1/8/2017,21,"7	","	1","	1"
1/8/2017,22,"7	","	1","	1"
1/8/2017,23,"7	","	1","	1"
1/9/2017,0,"7	","	0","	0"
1/9/2017,1,"7	","	0","	0"
1/9/2017,2,"6	","	0","	0"
1/9/2017,3,"6	","	0","	0"
1/9/2017,4,"5	","	0","	0"
1/9/2017,5,"5	","	0","	0"
1/9/2017,6,"5	","	0","	0"
1/9/2017,7,"5	","	0","	0"
1/9/2017,8,"5	","	0","	0"
1/9/2017,9,"6	","	0","	0"
1/9/2017,10,"7	","	0","	0"
1/9/2017,11,"7	","	0","	0"
1/9/2017,12,"8	","	0","	0"
1/9/2017,13,"9	","	0","	0"
1/9/2017,14,"8	","	0","	0"
1/9/2017,15,"7	","	0","	0"
1/9/2017,16,"7	","	0","	0"
1/9/2017,17,"7	","	0","	0"
1/9/2017,18,"7	","	0","	0"
1/9/2017,19,"6	","	0","	0"
1/9/2017,20,"6	","	0","	0"
1/9/2017,21,"6	","	0","	0"
1/9/2017,22,"6	","	0","	0"
1/9/2017,23,"5	","	0","	0"
1/10/2017,0,"5	","	0","	0"
1/10/2017,1,"4	","	0","	0"
1/10/2017,2,"4	","	0","	0"
1/10/2017,3,"4	","	0","	0"
1/10/2017,4,"4	","	0","	0"
1/10/2017,5,"5	","	0","	0"
1/10/2017,6,"4	","	0","	0"
1/10/2017,7,"4	","	0","	0"
1/10/2017,8,"6	","	0","	0"
1/10/2017,9,"7	","	0","	0"
1/10/2017,10,"8	","	0","	0"
1/10/2017,11,"8	","	0","	0"
1/10/2017,12,"9	","	0","	0"
1/10/2017,13,"8	","	0","	0"
1/10/2017,14,"8	","	0","	0"
1/10/2017,15,"8	","	0","	0"
1/10/2017,16,"8	","	0","	0"
1/10/2017,17,"7	","	0","	0"
1/10/2017,18,"7	","	0","	0"
1/10/2017,19,"7	","	0","	0"
1/10/2017,20,"7	","	0","	0"
1/10/2017,21,"7	","	0","	0"
1/10/2017,22,"7	","	0","	0"
1/10/2017,23,"6	","	0","	0"
1/11/2017,0,"6	","	1","	0"
1/11/2017,1,"6	","	0","	0"
1/11/2017,2,"6	","	0","	0"
1/11/2017,3,"6	","	0","	0"
1/11/2017,4,"6	","	0","	0"
1/11/2017,5,"6	","	0","	0"
1/11/2017,6,"6	","	0","	0"
1/11/2017,7,"6	","	0","	0"
1/11/2017,8,"6	","	0","	0"
1/11/2017,9,"7	","	0","	0"
1/11/2017,10,"8	","	0","	0"
1/11/2017,11,"8	","	0","	0"
1/11/2017,12,"8	","	0","	0"
1/11/2017,13,"8	","	0","	0"
1/11/2017,14,"8	","	0","	0"
1/11/2017,15,"8	","	0","	0"
1/11/2017,16,"8	","	0","	0"
1/11/2017,17,"8	","	0","	0"
1/11/2017,18,"8	","	0","	0"
1/11/2017,19,"7	","	0","	0"
1/11/2017,20,"7	","	0","	0"
1/11/2017,21,"7	","	0","	0"
1/11/2017,22,"7	","	0","	0"
1/11/2017,23,"7	","	0","	0"
1/12/2017,0,"6	","	0","	0"
1/12/2017,1,"6	","	0","	0"
1/12/2017,2,"6	","	0","	0"
1/12/2017,3,"6	","	1","	0"
1/12/2017,4,"5	","	1","	0"
1/12/2017,5,"5	","	0","	0"
1/12/2017,6,"5	","	1","	0"
1/12/2017,7,"4	","	1","	0"
1/12/2017,8,"4	","	0","	0"
1/12/2017,9,"5	","	1","	0"
1/12/2017,10,"5	","	0","	0"
1/12/2017,11,"6	","	0","	0"
1/12/2017,12,"6	","	0","	0"
1/12/2017,13,"7	","	0","	0"
1/12/2017,14,"7	","	0","	0"
1/12/2017,15,"7	","	0","	0"
1/12/2017,16,"7	","	0","	0"
1/12/2017,17,"7	","	0","	0"
1/12/2017,18,"6	","	0","	0"
1/12/2017,19,"6	","	0","	0"
1/12/2017,20,"6	","	0","	0"
1/12/2017,21,"6	","	0","	0"
1/12/2017,22,"6	","	0","	0"
1/12/2017,23,"5	","	0","	0"
1/13/2017,0,"5	","	0","	0"
1/13/2017,1,"3	","	0","	0"
1/13/2017,2,"3	","	0","	0"
1/13/2017,3,"4	","	0","	0"
1/13/2017,4,"4	","	0","	0"
1/13/2017,5,"3	","	0","	0"
1/13/2017,6,"2	","	0","	0"
1/13/2017,7,"3	","	0","	0"
1/13/2017,8,"4	","	0","	0"
1/13/2017,9,"6	","	0","	0"
1/13/2017,10,"7	","	0","	0"
1/13/2017,11,"9	","	0","	0"
1/13/2017,12,"10	","	0","	0"
1/13/2017,13,"11	","	0","	0"
1/13/2017,14,"11	","	0","	0"
1/13/2017,15,"10	","	0","	0"
1/13/2017,16,"10	","	0","	0"
1/13/2017,17,"9	","	0","	0"
1/13/2017,18,"8	","	0","	0"
1/13/2017,19,"6	","	0","	0"
1/13/2017,20,"7	","	0","	0"
1/13/2017,21,"7	","	0","	0"
1/13/2017,22,"6	","	0","	0"
1/13/2017,23,"6	","	0","	0"
1/14/2017,0,"4	","	0","	1"
1/14/2017,1,"3	","	0","	1"
1/14/2017,2,"3	","	0","	1"
1/14/2017,3,"3	","	0","	1"
1/14/2017,4,"3	","	0","	1"
1/14/2017,5,"2	","	0","	1"
1/14/2017,6,"1	","	0","	1"
1/14/2017,7,"2	","	0","	1"
1/14/2017,8,"4	","	0","	1"
1/14/2017,9,"6	","	0","	1"
1/14/2017,10,"6	","	0","	1"
1/14/2017,11,"7	","	0","	1"
1/14/2017,12,"8	","	0","	1"
1/14/2017,13,"8	","	0","	1"
1/14/2017,14,"8	","	0","	1"
1/14/2017,15,"7	","	0","	1"
1/14/2017,16,"7	","	0","	1"
1/14/2017,17,"5	","	0","	1"
1/14/2017,18,"5	","	0","	1"
1/14/2017,19,"5	","	0","	1"
1/14/2017,20,"5	","	0","	1"
1/14/2017,21,"4	","	0","	1"
1/14/2017,22,"4	","	0","	1"
1/14/2017,23,"3	","	0","	1"
1/15/2017,0,"4	","	0","	1"
1/15/2017,1,"4	","	0","	1"
1/15/2017,2,"4	","	0","	1"
1/15/2017,3,"4	","	0","	1"
1/15/2017,4,"4	","	0","	1"
1/15/2017,5,"3	","	0","	1"
1/15/2017,6,"1	","	0","	1"
1/15/2017,7,"2	","	0","	1"
1/15/2017,8,"4	","	0","	1"
1/15/2017,9,"6	","	0","	1"
1/15/2017,10,"7	","	0","	1"
1/15/2017,11,"8	","	0","	1"
1/15/2017,12,"7	","	0","	1"
1/15/2017,13,"7	","	0","	1"
1/15/2017,14,"7	","	0","	1"
1/15/2017,15,"6	","	0","	1"
1/15/2017,16,"6	","	0","	1"
1/15/2017,17,"5	","	0","	1"
1/15/2017,18,"5	","	0","	1"
1/15/2017,19,"5	","	0","	1"
1/15/2017,20,"5	","	0","	1"
1/15/2017,21,"5	","	0","	1"
1/15/2017,22,"4	","	0","	1"
1/15/2017,23,"4	","	0","	1"
1/16/2017,0,"4	","	0","	0"
1/16/2017,1,"4	","	0","	0"
1/16/2017,2,"4	","	0","	0"
1/16/2017,3,"4	","	0","	0"
1/16/2017,4,"4	","	0","	0"
1/16/2017,5,"3	","	0","	0"
1/16/2017,6,"3	","	0","	0"
1/16/2017,7,"2	","	0","	0"
1/16/2017,8,"3	","	0","	0"
1/16/2017,9,"6	","	0","	0"
1/16/2017,10,"7	","	0","	0"
1/16/2017,11,"7	","	0","	0"
1/16/2017,12,"8	","	0","	0"
1/16/2017,13,"8	","	0","	0"
1/16/2017,14,"8	","	0","	0"
1/16/2017,15,"9	","	0","	0"
1/16/2017,16,"8	","	0","	0"
1/16/2017,17,"7	","	0","	0"
1/16/2017,18,"6	","	0","	0"
1/16/2017,19,"6	","	0","	0"
1/16/2017,20,"6	","	0","	0"
1/16/2017,21,"5	","	0","	0"
1/16/2017,22,"5	","	0","	0"
1/16/2017,23,"5	","	0","	0"
1/17/2017,0,"4	","	0","	0"
1/17/2017,1,"4	","	0","	0"
1/17/2017,2,"3	","	0","	0"
1/17/2017,3,"3	","	0","	0"
1/17/2017,4,"4	","	0","	0"
1/17/2017,5,"4	","	0","	0"
1/17/2017,6,"3	","	0","	0"
1/17/2017,7,"4	","	0","	0"
1/17/2017,8,"6	","	0","	0"
1/17/2017,9,"8	","	0","	0"
1/17/2017,10,"9	","	0","	0"
1/17/2017,11,"10	","	0","	0"
1/17/2017,12,"10	","	0","	0"
1/17/2017,13,"9	","	0","	0"
1/17/2017,14,"9	","	0","	0"
1/17/2017,15,"10	","	0","	0"
1/17/2017,16,"9	","	1","	0"
1/17/2017,17,"9	","	0","	0"
1/17/2017,18,"9	","	0","	0"
1/17/2017,19,"9	","	0","	0"
1/17/2017,20,"9	","	1","	0"
1/17/2017,21,"9	","	0","	0"
1/17/2017,22,"9	","	0","	0"
1/17/2017,23,"9	","	0","	0"
1/18/2017,0,"9	","	1","	0"
1/18/2017,1,"9	","	1","	0"
1/18/2017,2,"8	","	1","	0"
1/18/2017,3,"8	","	1","	0"
1/18/2017,4,"8	","	1","	0"
1/18/2017,5,"8	","	1","	0"
1/18/2017,6,"8	","	1","	0"
1/18/2017,7,"8	","	1","	0"
1/18/2017,8,"9	","	0","	0"
1/18/2017,9,"9	","	1","	0"
1/18/2017,10,"8	","	1","	0"
1/18/2017,11,"8	","	1","	0"
1/18/2017,12,"8	","	1","	0"
1/18/2017,13,"8	","	1","	0"
1/18/2017,14,"8	","	0","	0"
1/18/2017,15,"8	","	0","	0"
1/18/2017,16,"8	","	1","	0"
1/18/2017,17,"8	","	1","	0"
1/18/2017,18,"8	","	1","	0"
1/18/2017,19,"8	","	1","	0"
1/18/2017,20,"8	","	1","	0"
1/18/2017,21,"8	","	1","	0"
1/18/2017,22,"8	","	1","	0"
1/18/2017,23,"8	","	0","	0"
1/19/2017,0,"8	","	0","	0"
1/19/2017,1,"8	","	0","	0"
1/19/2017,2,"7	","	1","	0"
1/19/2017,3,"7	","	0","	0"
1/19/2017,4,"7	","	0","	0"
1/19/2017,5,"7	","	0","	0"
1/19/2017,6,"7	","	0","	0"
1/19/2017,7,"7	","	0","	0"
1/19/2017,8,"7	","	0","	0"
1/19/2017,9,"8	","	0","	0"
1/19/2017,10,"8	","	0","	0"
1/19/2017,11,"8	","	0","	0"
1/19/2017,12,"8	","	0","	0"
1/19/2017,13,"8	","	0","	0"
1/19/2017,14,"8	","	0","	0"
1/19/2017,15,"8	","	0","	0"
1/19/2017,16,"8	","	0","	0"
1/19/2017,17,"8	","	0","	0"
1/19/2017,18,"8	","	0","	0"
1/19/2017,19,"8	","	0","	0"
1/19/2017,20,"8	","	0","	0"
1/19/2017,21,"7	","	0","	0"
1/19/2017,22,"8	","	0","	0"
1/19/2017,23,"7	","	0","	0"
1/20/2017,0,"6	","	0","	0"
1/20/2017,1,"5	","	0","	0"
1/20/2017,2,"4	","	0","	0"
1/20/2017,3,"3	","	0","	0"
1/20/2017,4,"3	","	0","	0"
1/20/2017,5,"2	","	0","	0"
1/20/2017,6,"2	","	0","	0"
1/20/2017,7,"1	","	0","	0"
1/20/2017,8,"2	","	0","	0"
1/20/2017,9,"2	","	0","	0"
1/20/2017,10,"3	","	0","	0"
1/20/2017,11,"4	","	0","	0"
1/20/2017,12,"4	","	0","	0"
1/20/2017,13,"4	","	0","	0"
1/20/2017,14,"4	","	0","	0"
1/20/2017,15,"4	","	0","	0"
1/20/2017,16,"3	","	0","	0"
1/20/2017,17,"2	","	0","	0"
1/20/2017,18,"1	","	0","	0"
1/20/2017,19,"1	","	0","	0"
1/20/2017,20,"0	","	0","	0"
1/20/2017,21,"0	","	0","	0"
1/20/2017,22,"-2	","	0","	0"
1/20/2017,23,"-2	","	0","	0"
1/21/2017,0,"-2	","	0","	1"
1/21/2017,1,"-2	","	0","	1"
1/21/2017,2,"-1	","	0","	1"
1/21/2017,3,"-2	","	0","	1"
1/21/2017,4,"-2	","	0","	1"
1/21/2017,5,"-2	","	0","	1"
1/21/2017,6,"-2	","	0","	1"
1/21/2017,7,"-3	","	0","	1"
1/21/2017,8,"0	","	0","	1"
1/21/2017,9,"1	","	0","	1"
1/21/2017,10,"4	","	0","	1"
1/21/2017,11,"5	","	0","	1"
1/21/2017,12,"6	","	0","	1"
1/21/2017,13,"6	","	0","	1"
1/21/2017,14,"8	","	0","	1"
1/21/2017,15,"7	","	0","	1"
1/21/2017,16,"7	","	0","	1"
1/21/2017,17,"6	","	0","	1"
1/21/2017,18,"5	","	0","	1"
1/21/2017,19,"4	","	0","	1"
1/21/2017,20,"3	","	0","	1"
1/21/2017,21,"3	","	0","	1"
1/21/2017,22,"3	","	0","	1"
1/21/2017,23,"3	","	0","	1"
1/22/2017,0,"3	","	0","	0"
1/22/2017,1,"2	","	0","	0"
1/22/2017,2,"0	","	0","	0"
1/22/2017,3,"0	","	0","	0"
1/22/2017,4,"1	","	0","	0"
1/22/2017,5,"0	","	0","	0"
1/22/2017,6,"-1	","	0","	0"
1/22/2017,7,"0	","	0","	0"
1/22/2017,8,"2	","	0","	0"
1/22/2017,9,"3	","	0","	0"
1/22/2017,10,"5	","	0","	0"
1/22/2017,11,"6	","	0","	0"
1/22/2017,12,"7	","	0","	0"
1/22/2017,13,"7	","	0","	0"
1/22/2017,14,"7	","	0","	0"
1/22/2017,15,"7	","	0","	0"
1/22/2017,16,"6	","	0","	0"
1/22/2017,17,"5	","	0","	0"
1/22/2017,18,"4	","	0","	0"
1/22/2017,19,"2	","	0","	0"
1/22/2017,20,"3	","	0","	0"
1/22/2017,21,"3	","	0","	0"
1/22/2017,22,"2	","	0","	0"
1/22/2017,23,"2	","	0","	0"
1/23/2017,0,"2	","	0","	0"
1/23/2017,1,"0	","	0","	0"
1/23/2017,2,"0	","	0","	0"
1/23/2017,3,"-1	","	0","	0"
1/23/2017,4,"-2	","	0","	0"
1/23/2017,5,"-2	","	0","	0"
1/23/2017,6,"-1	","	0","	0"
1/23/2017,7,"-1	","	0","	0"
1/23/2017,8,"1	","	0","	0"
1/23/2017,9,"4	","	0","	0"
1/23/2017,10,"5	","	0","	0"
1/23/2017,11,"6	","	0","	0"
1/23/2017,12,"7	","	0","	0"
1/23/2017,13,"7	","	0","	0"
1/23/2017,14,"7	","	0","	0"
1/23/2017,15,"7	","	0","	0"
1/23/2017,16,"6	","	0","	0"
1/23/2017,17,"5	","	0","	0"
1/23/2017,18,"5	","	0","	0"
1/23/2017,19,"4	","	0","	0"
1/23/2017,20,"3	","	0","	0"
1/23/2017,21,"3	","	0","	0"
1/23/2017,22,"2	","	0","	0"
1/23/2017,23,"2	","	0","	0"
1/24/2017,0,"2	","	0","	0"
1/24/2017,1,"2	","	0","	0"
1/24/2017,2,"1	","	0","	0"
1/24/2017,3,"1	","	0","	0"
1/24/2017,4,"1	","	0","	0"
1/24/2017,5,"0	","	0","	0"
1/24/2017,6,"0	","	0","	0"
1/24/2017,7,"0	","	0","	0"
1/24/2017,8,"3	","	0","	0"
1/24/2017,9,"5	","	0","	0"
1/24/2017,10,"6	","	0","	0"
1/24/2017,11,"8	","	0","	0"
1/24/2017,12,"9	","	0","	0"
1/24/2017,13,"9	","	0","	0"
1/24/2017,14,"9	","	0","	0"
1/24/2017,15,"9	","	0","	0"
1/24/2017,16,"8	","	0","	0"
1/24/2017,17,"7	","	0","	0"
1/24/2017,18,"7	","	0","	0"
1/24/2017,19,"6	","	0","	0"
1/24/2017,20,"6	","	0","	0"
1/24/2017,21,"6	","	0","	0"
1/24/2017,22,"6	","	0","	0"
1/24/2017,23,"5	","	0","	0"
1/25/2017,0,"6	","	0","	0"
1/25/2017,1,"6	","	0","	0"
1/25/2017,2,"5	","	0","	0"
1/25/2017,3,"6	","	0","	0"
1/25/2017,4,"6	","	0","	0"
1/25/2017,5,"6	","	0","	0"
1/25/2017,6,"6	","	0","	0"
1/25/2017,7,"6	","	0","	0"
1/25/2017,8,"7	","	0","	0"
1/25/2017,9,"8	","	0","	0"
1/25/2017,10,"8	","	0","	0"
1/25/2017,11,"10	","	0","	0"
1/25/2017,12,"10	","	0","	0"
1/25/2017,13,"11	","	0","	0"
1/25/2017,14,"11	","	0","	0"
1/25/2017,15,"11	","	0","	0"
1/25/2017,16,"10	","	0","	0"
1/25/2017,17,"9	","	0","	0"
1/25/2017,18,"8	","	0","	0"
1/25/2017,19,"7	","	0","	0"
1/25/2017,20,"7	","	0","	0"
1/25/2017,21,"7	","	0","	0"
1/25/2017,22,"6	","	0","	0"
1/25/2017,23,"6	","	0","	0"
1/26/2017,0,"6	","	0","	0"
1/26/2017,1,"6	","	0","	0"
1/26/2017,2,"5	","	0","	0"
1/26/2017,3,"3	","	0","	0"
1/26/2017,4,"3	","	0","	0"
1/26/2017,5,"4	","	0","	0"
1/26/2017,6,"2	","	0","	0"
1/26/2017,7,"5	","	0","	0"
1/26/2017,8,"6	","	0","	0"
1/26/2017,9,"8	","	0","	0"
1/26/2017,10,"10	","	0","	0"
1/26/2017,11,"12	","	0","	0"
1/26/2017,12,"12	","	0","	0"
1/26/2017,13,"12	","	0","	0"
1/26/2017,14,"13	","	0","	0"
1/26/2017,15,"13	","	0","	0"
1/26/2017,16,"12	","	0","	0"
1/26/2017,17,"11	","	0","	0"
1/26/2017,18,"10	","	0","	0"
1/26/2017,19,"9	","	0","	0"
1/26/2017,20,"8	","	0","	0"
1/26/2017,21,"6	","	0","	0"
1/26/2017,22,"7	","	0","	0"
1/26/2017,23,"7	","	0","	0"
1/27/2017,0,"7	","	0","	1"
1/27/2017,1,"6	","	0","	1"
1/27/2017,2,"5	","	0","	1"
1/27/2017,3,"6	","	0","	1"
1/27/2017,4,"4	","	0","	1"
1/27/2017,5,"3	","	0","	1"
1/27/2017,6,"3	","	0","	1"
1/27/2017,7,"4	","	0","	1"
1/27/2017,8,"6	","	0","	1"
1/27/2017,9,"8	","	0","	1"
1/27/2017,10,"8	","	0","	1"
1/27/2017,11,"10	","	0","	1"
1/27/2017,12,"10	","	0","	1"
1/27/2017,13,"9	","	0","	1"
1/27/2017,14,"9	","	0","	1"
1/27/2017,15,"9	","	0","	1"
1/27/2017,16,"9	","	0","	1"
1/27/2017,17,"8	","	0","	1"
1/27/2017,18,"8	","	0","	1"
1/27/2017,19,"7	","	0","	1"
1/27/2017,20,"7	","	0","	1"
1/27/2017,21,"7	","	0","	1"
1/27/2017,22,"7	","	0","	1"
1/27/2017,23,"6	","	0","	1"
1/28/2017,0,"6	","	0","	1"
1/28/2017,1,"6	","	0","	1"
1/28/2017,2,"6	","	0","	1"
1/28/2017,3,"6	","	0","	1"
1/28/2017,4,"6	","	0","	1"
1/28/2017,5,"8	","	0","	1"
1/28/2017,6,"8	","	0","	1"
1/28/2017,7,"8	","	0","	1"
1/28/2017,8,"8	","	0","	1"
1/28/2017,9,"10	","	0","	1"
1/28/2017,10,"11	","	0","	1"
1/28/2017,11,"12	","	0","	1"
1/28/2017,12,"14	","	0","	1"
1/28/2017,13,"14	","	0","	1"
1/28/2017,14,"15	","	0","	1"
1/28/2017,15,"15	","	0","	1"
1/28/2017,16,"14	","	0","	1"
1/28/2017,17,"14	","	0","	1"
1/28/2017,18,"12	","	0","	1"
1/28/2017,19,"12	","	0","	1"
1/28/2017,20,"12	","	0","	1"
1/28/2017,21,"12	","	0","	1"
1/28/2017,22,"11	","	0","	1"
1/28/2017,23,"11	","	0","	1"
1/29/2017,0,"12	","	0","	1"
1/29/2017,1,"11	","	0","	1"
1/29/2017,2,"10	","	0","	1"
1/29/2017,3,"9	","	0","	1"
1/29/2017,4,"9	","	0","	1"
1/29/2017,5,"7	","	0","	1"
1/29/2017,6,"7	","	0","	1"
1/29/2017,7,"9	","	0","	1"
1/29/2017,8,"11	","	0","	1"
1/29/2017,9,"14	","	0","	1"
1/29/2017,10,"17	","	0","	1"
1/29/2017,11,"20	","	0","	1"
1/29/2017,12,"22	","	0","	1"
1/29/2017,13,"23	","	0","	1"
1/29/2017,14,"22	","	0","	1"
1/29/2017,15,"21	","	0","	1"
1/29/2017,16,"18	","	0","	1"
1/29/2017,17,"15	","	0","	1"
1/29/2017,18,"14	","	0","	1"
1/29/2017,19,"12	","	0","	1"
1/29/2017,20,"11	","	0","	1"
1/29/2017,21,"9	","	1","	1"
1/29/2017,22,"8	","	1","	1"
1/29/2017,23,"7	","	1","	1"
1/30/2017,0,"6	","	0","	1"
1/30/2017,1,"6	","	0","	1"
1/30/2017,2,"6	","	0","	1"
1/30/2017,3,"6	","	0","	1"
1/30/2017,4,"5	","	0","	1"
1/30/2017,5,"5	","	0","	1"
1/30/2017,6,"4	","	0","	1"
1/30/2017,7,"3	","	0","	1"
1/30/2017,8,"3	","	0","	1"
1/30/2017,9,"3	","	0","	1"
1/30/2017,10,"4	","	0","	1"
1/30/2017,11,"4	","	0","	1"
1/30/2017,12,"4	","	0","	1"
1/30/2017,13,"4	","	0","	1"
1/30/2017,14,"6	","	0","	1"
1/30/2017,15,"4	","	0","	1"
1/30/2017,16,"4	","	0","	1"
1/30/2017,17,"3	","	0","	1"
1/30/2017,18,"3	","	0","	1"
1/30/2017,19,"2	","	0","	1"
1/30/2017,20,"2	","	0","	1"
1/30/2017,21,"2	","	0","	1"
1/30/2017,22,"2	","	0","	1"
1/30/2017,23,"2	","	0","	1"
1/31/2017,0,"2	","	0","	1"
