year,month,day,hour,weekday,grid_id,temperture,car_number,holiday_0,holiday_1,rainy_0,rainy_1,xbg,lgb
2017,1,2,10,0,9,13,6.0,0,1,0,1,7.0,7.0
2017,1,2,10,0,10,13,8.0,0,1,0,1,10.0,9.0
2017,1,2,10,0,11,13,10.0,0,1,0,1,10.0,9.0
2017,1,2,10,0,12,13,12.0,0,1,0,1,11.0,11.0
2017,1,2,10,0,13,13,6.0,0,1,0,1,4.0,4.0
2017,1,2,10,0,14,13,10.0,0,1,0,1,11.0,12.0
2017,1,2,10,0,15,13,2.0,0,1,0,1,3.0,3.0
2017,1,2,10,0,16,13,10.0,0,1,0,1,13.0,13.0
2017,1,2,10,0,17,13,8.0,0,1,0,1,12.0,12.0
2017,1,2,10,0,18,13,14.0,0,1,0,1,12.0,11.0
2017,1,2,10,0,19,13,10.0,0,1,0,1,12.0,12.0
2017,1,2,10,0,20,13,8.0,0,1,0,1,5.0,5.0
2017,1,2,10,0,21,13,4.0,0,1,0,1,5.0,5.0
2017,1,2,10,0,22,13,7.0,0,1,0,1,7.0,8.0
2017,1,2,10,0,23,13,3.0,0,1,0,1,3.0,3.0
2017,1,2,10,0,24,13,21.0,0,1,0,1,16.0,17.0
2017,1,2,10,0,25,13,2.0,0,1,0,1,4.0,4.0
2017,1,2,10,0,26,13,28.0,0,1,0,1,22.0,24.0
2017,1,2,10,0,27,13,26.0,0,1,0,1,22.0,24.0
2017,1,2,10,0,28,13,17.0,0,1,0,1,13.0,12.0
2017,1,2,10,0,29,13,14.0,0,1,0,1,21.0,21.0
2017,1,2,10,0,30,13,13.0,0,1,0,1,15.0,15.0
2017,1,2,10,0,31,13,6.0,0,1,0,1,7.0,7.0
2017,1,2,10,0,32,13,14.0,0,1,0,1,13.0,13.0
2017,1,2,10,0,33,13,15.0,0,1,0,1,14.0,14.0
2017,1,2,10,0,34,13,3.0,0,1,0,1,2.0,3.0
2017,1,2,10,0,35,13,11.0,0,1,0,1,17.0,16.0
2017,1,2,10,0,36,13,8.0,0,1,0,1,8.0,8.0
2017,1,2,10,0,37,13,8.0,0,1,0,1,12.0,11.0
2017,1,2,10,0,38,13,14.0,0,1,0,1,13.0,13.0
2017,1,2,10,0,39,13,16.0,0,1,0,1,14.0,14.0
2017,1,2,10,0,40,13,20.0,0,1,0,1,22.0,22.0
2017,1,2,10,0,41,13,27.0,0,1,0,1,25.0,25.0
2017,1,2,10,0,42,13,6.0,0,1,0,1,5.0,6.0
2017,1,2,10,0,43,13,6.0,0,1,0,1,8.0,9.0
2017,1,2,10,0,44,13,43.0,0,1,0,1,43.0,40.0
2017,1,2,10,0,45,13,14.0,0,1,0,1,12.0,12.0
2017,1,2,10,0,46,13,8.0,0,1,0,1,7.0,8.0
2017,1,2,10,0,47,13,18.0,0,1,0,1,14.0,15.0
2017,1,2,10,0,48,13,12.0,0,1,0,1,11.0,11.0
2017,1,2,10,0,49,13,10.0,0,1,0,1,9.0,10.0
2017,1,2,10,0,50,13,12.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,1,15,14.0,0,1,0,1,10.0,12.0
2017,1,2,11,0,2,15,4.0,0,1,0,1,8.0,7.0
2017,1,2,11,0,3,15,15.0,0,1,0,1,8.0,9.0
2017,1,2,11,0,4,15,2.0,0,1,0,1,7.0,7.0
2017,1,2,11,0,5,15,2.0,0,1,0,1,4.0,4.0
2017,1,2,11,0,6,15,11.0,0,1,0,1,12.0,12.0
2017,1,2,11,0,7,15,12.0,0,1,0,1,8.0,9.0
2017,1,2,11,0,8,15,8.0,0,1,0,1,8.0,8.0
2017,1,2,11,0,9,15,11.0,0,1,0,1,7.0,7.0
2017,1,2,11,0,10,15,7.0,0,1,0,1,9.0,8.0
2017,1,2,11,0,11,15,4.0,0,1,0,1,9.0,8.0
2017,1,2,11,0,12,15,12.0,0,1,0,1,11.0,12.0
2017,1,2,11,0,13,15,3.0,0,1,0,1,3.0,3.0
2017,1,2,11,0,14,15,9.0,0,1,0,1,10.0,10.0
2017,1,2,11,0,15,15,3.0,0,1,0,1,3.0,3.0
2017,1,2,11,0,16,15,9.0,0,1,0,1,12.0,12.0
2017,1,2,11,0,17,15,13.0,0,1,0,1,12.0,12.0
2017,1,2,11,0,18,15,8.0,0,1,0,1,12.0,11.0
2017,1,2,11,0,19,15,12.0,0,1,0,1,12.0,12.0
2017,1,2,11,0,20,15,7.0,0,1,0,1,5.0,5.0
2017,1,2,11,0,21,15,2.0,0,1,0,1,5.0,5.0
2017,1,2,11,0,22,15,11.0,0,1,0,1,7.0,8.0
2017,1,2,11,0,23,15,4.0,0,1,0,1,3.0,3.0
2017,1,2,11,0,24,15,15.0,0,1,0,1,16.0,17.0
2017,1,2,11,0,25,15,1.0,0,1,0,1,4.0,4.0
2017,1,2,11,0,26,15,20.0,0,1,0,1,22.0,23.0
2017,1,2,11,0,27,15,23.0,0,1,0,1,22.0,23.0
2017,1,2,11,0,28,15,9.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,29,15,26.0,0,1,0,1,21.0,21.0
2017,1,2,11,0,30,15,14.0,0,1,0,1,14.0,14.0
2017,1,2,11,0,31,15,4.0,0,1,0,1,7.0,7.0
2017,1,2,11,0,32,15,15.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,33,15,16.0,0,1,0,1,14.0,14.0
2017,1,2,11,0,34,15,2.0,0,1,0,1,2.0,3.0
2017,1,2,11,0,35,15,17.0,0,1,0,1,17.0,16.0
2017,1,2,11,0,36,15,4.0,0,1,0,1,8.0,8.0
2017,1,2,11,0,37,15,4.0,0,1,0,1,12.0,10.0
2017,1,2,11,0,38,15,14.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,39,15,14.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,40,15,16.0,0,1,0,1,21.0,18.0
2017,1,2,11,0,41,15,18.0,0,1,0,1,25.0,25.0
2017,1,2,11,0,42,15,4.0,0,1,0,1,5.0,6.0
2017,1,2,11,0,43,15,5.0,0,1,0,1,7.0,7.0
2017,1,2,11,0,44,15,35.0,0,1,0,1,42.0,40.0
2017,1,2,11,0,45,15,9.0,0,1,0,1,13.0,13.0
2017,1,2,11,0,46,15,8.0,0,1,0,1,7.0,7.0
2017,1,2,11,0,47,15,12.0,0,1,0,1,14.0,14.0
2017,1,2,11,0,48,15,10.0,0,1,0,1,11.0,11.0
2017,1,2,11,0,49,15,11.0,0,1,0,1,9.0,9.0
2017,1,2,11,0,50,15,11.0,0,1,0,1,13.0,13.0
2017,1,2,12,0,1,15,14.0,0,1,1,0,9.0,11.0
2017,1,2,12,0,2,15,3.0,0,1,1,0,7.0,6.0
2017,1,2,12,0,3,15,11.0,0,1,1,0,8.0,8.0
2017,1,2,12,0,4,15,6.0,0,1,1,0,8.0,8.0
2017,1,2,12,0,5,15,4.0,0,1,1,0,4.0,4.0
2017,1,2,12,0,6,15,7.0,0,1,1,0,12.0,12.0
2017,1,2,12,0,7,15,13.0,0,1,1,0,8.0,9.0
2017,1,2,12,0,8,15,7.0,0,1,1,0,8.0,8.0
2017,1,2,12,0,9,15,9.0,0,1,1,0,7.0,7.0
2017,1,2,12,0,10,15,5.0,0,1,1,0,10.0,9.0
2017,1,2,12,0,11,15,7.0,0,1,1,0,10.0,9.0
2017,1,2,12,0,12,15,10.0,0,1,1,0,11.0,12.0
2017,1,2,12,0,13,15,4.0,0,1,1,0,4.0,4.0
2017,1,2,12,0,14,15,8.0,0,1,1,0,11.0,12.0
2017,1,2,12,0,15,15,2.0,0,1,1,0,3.0,3.0
2017,1,2,12,0,16,15,17.0,0,1,1,0,13.0,14.0
2017,1,2,12,0,17,15,10.0,0,1,1,0,12.0,12.0
2017,1,2,12,0,18,15,9.0,0,1,1,0,13.0,12.0
2017,1,2,12,0,19,15,19.0,0,1,1,0,12.0,13.0
2017,1,2,12,0,20,15,11.0,0,1,1,0,6.0,6.0
2017,1,2,12,0,21,15,2.0,0,1,1,0,5.0,5.0
2017,1,2,12,0,22,15,10.0,0,1,1,0,8.0,9.0
2017,1,2,12,0,23,15,6.0,0,1,1,0,4.0,4.0
2017,1,2,12,0,24,15,17.0,0,1,1,0,17.0,19.0
2017,1,2,12,0,25,15,4.0,0,1,1,0,5.0,5.0
2017,1,2,12,0,26,15,29.0,0,1,1,0,23.0,26.0
2017,1,2,12,0,27,15,31.0,0,1,1,0,23.0,26.0
2017,1,2,12,0,28,15,21.0,0,1,1,0,14.0,14.0
2017,1,2,12,0,29,15,29.0,0,1,1,0,22.0,25.0
2017,1,2,12,0,30,15,18.0,0,1,1,0,16.0,17.0
2017,1,2,12,0,31,15,5.0,0,1,1,0,7.0,7.0
2017,1,2,12,0,32,15,17.0,0,1,1,0,15.0,16.0
2017,1,2,12,0,33,15,18.0,0,1,1,0,15.0,15.0
2017,1,2,12,0,34,15,5.0,0,1,1,0,4.0,4.0
2017,1,2,12,0,35,15,13.0,0,1,1,0,18.0,18.0
2017,1,2,12,0,36,15,11.0,0,1,1,0,9.0,9.0
2017,1,2,12,0,37,15,12.0,0,1,1,0,13.0,13.0
2017,1,2,12,0,38,15,19.0,0,1,1,0,14.0,14.0
2017,1,2,12,0,39,15,11.0,0,1,1,0,15.0,15.0
2017,1,2,12,0,40,15,15.0,0,1,1,0,23.0,22.0
2017,1,2,12,0,41,15,26.0,0,1,1,0,27.0,27.0
2017,1,2,12,0,42,15,5.0,0,1,1,0,7.0,7.0
2017,1,2,12,0,43,15,13.0,0,1,1,0,9.0,9.0
2017,1,2,12,0,44,15,33.0,0,1,1,0,45.0,41.0
2017,1,2,12,0,45,15,15.0,0,1,1,0,14.0,14.0
2017,1,2,12,0,46,15,6.0,0,1,1,0,8.0,8.0
2017,1,2,12,0,47,15,12.0,0,1,1,0,15.0,16.0
2017,1,2,12,0,48,15,15.0,0,1,1,0,13.0,13.0
2017,1,2,12,0,49,15,8.0,0,1,1,0,10.0,10.0
2017,1,2,12,0,50,15,21.0,0,1,1,0,15.0,17.0
2017,1,2,13,0,1,15,11.0,0,1,1,0,9.0,11.0
2017,1,2,13,0,2,15,6.0,0,1,1,0,7.0,7.0
2017,1,2,13,0,3,15,11.0,0,1,1,0,8.0,9.0
2017,1,2,13,0,4,15,2.0,0,1,1,0,8.0,8.0
2017,1,2,13,0,5,15,3.0,0,1,1,0,4.0,4.0
2017,1,2,13,0,6,15,10.0,0,1,1,0,12.0,12.0
2017,1,2,13,0,7,15,11.0,0,1,1,0,9.0,10.0
2017,1,2,13,0,8,15,8.0,0,1,1,0,8.0,8.0
2017,1,2,13,0,9,15,8.0,0,1,1,0,7.0,7.0
2017,1,2,13,0,10,15,9.0,0,1,1,0,10.0,9.0
2017,1,2,13,0,11,15,9.0,0,1,1,0,10.0,9.0
2017,1,2,13,0,12,15,14.0,0,1,1,0,11.0,12.0
2017,1,2,13,0,13,15,7.0,0,1,1,0,4.0,4.0
2017,1,2,13,0,14,15,9.0,0,1,1,0,11.0,12.0
2017,1,2,13,0,16,15,10.0,0,1,1,0,13.0,14.0
2017,1,2,13,0,17,15,9.0,0,1,1,0,12.0,12.0
2017,1,2,13,0,18,15,10.0,0,1,1,0,13.0,12.0
2017,1,2,13,0,19,15,14.0,0,1,1,0,12.0,13.0
2017,1,2,13,0,20,15,3.0,0,1,1,0,6.0,6.0
2017,1,2,13,0,21,15,7.0,0,1,1,0,5.0,5.0
2017,1,2,13,0,22,15,7.0,0,1,1,0,8.0,10.0
2017,1,2,13,0,23,15,3.0,0,1,1,0,4.0,4.0
2017,1,2,13,0,24,15,26.0,0,1,1,0,17.0,19.0
2017,1,2,13,0,25,15,4.0,0,1,1,0,5.0,5.0
2017,1,2,13,0,26,15,25.0,0,1,1,0,23.0,26.0
2017,1,2,13,0,27,15,26.0,0,1,1,0,23.0,26.0
2017,1,2,13,0,28,15,9.0,0,1,1,0,14.0,14.0
2017,1,2,13,0,29,15,24.0,0,1,1,0,22.0,24.0
2017,1,2,13,0,30,15,11.0,0,1,1,0,16.0,17.0
2017,1,2,13,0,31,15,7.0,0,1,1,0,7.0,7.0
2017,1,2,13,0,32,15,17.0,0,1,1,0,14.0,14.0
2017,1,2,13,0,33,15,13.0,0,1,1,0,15.0,15.0
2017,1,2,13,0,34,15,2.0,0,1,1,0,4.0,4.0
2017,1,2,13,0,35,15,21.0,0,1,1,0,18.0,18.0
2017,1,2,13,0,36,15,4.0,0,1,1,0,9.0,9.0
2017,1,2,13,0,37,15,13.0,0,1,1,0,13.0,13.0
2017,1,2,13,0,38,15,9.0,0,1,1,0,14.0,14.0
2017,1,2,13,0,39,15,12.0,0,1,1,0,15.0,14.0
2017,1,2,13,0,40,15,20.0,0,1,1,0,23.0,22.0
2017,1,2,13,0,41,15,32.0,0,1,1,0,27.0,28.0
2017,1,2,13,0,42,15,5.0,0,1,1,0,7.0,7.0
2017,1,2,13,0,43,15,10.0,0,1,1,0,9.0,9.0
2017,1,2,13,0,44,15,49.0,0,1,1,0,45.0,43.0
2017,1,2,13,0,45,15,13.0,0,1,1,0,14.0,14.0
2017,1,2,13,0,46,15,13.0,0,1,1,0,8.0,8.0
2017,1,2,13,0,47,15,15.0,0,1,1,0,15.0,15.0
2017,1,2,13,0,48,15,11.0,0,1,1,0,13.0,13.0
2017,1,2,13,0,49,15,14.0,0,1,1,0,10.0,10.0
2017,1,2,13,0,50,15,21.0,0,1,1,0,15.0,17.0
2017,1,2,14,0,1,14,10.0,0,1,1,0,9.0,10.0
2017,1,2,14,0,2,14,2.0,0,1,1,0,7.0,6.0
2017,1,2,14,0,3,14,6.0,0,1,1,0,8.0,8.0
2017,1,2,14,0,4,14,8.0,0,1,1,0,8.0,8.0
2017,1,2,14,0,5,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,14,0,6,14,12.0,0,1,1,0,12.0,12.0
2017,1,2,14,0,7,14,5.0,0,1,1,0,8.0,8.0
2017,1,2,14,0,8,14,5.0,0,1,1,0,8.0,8.0
2017,1,2,14,0,9,14,7.0,0,1,1,0,7.0,7.0
2017,1,2,14,0,10,14,5.0,0,1,1,0,10.0,9.0
2017,1,2,14,0,11,14,4.0,0,1,1,0,9.0,8.0
2017,1,2,14,0,12,14,21.0,0,1,1,0,11.0,11.0
2017,1,2,14,0,13,14,3.0,0,1,1,0,4.0,4.0
2017,1,2,14,0,14,14,8.0,0,1,1,0,11.0,11.0
2017,1,2,14,0,15,14,2.0,0,1,1,0,3.0,3.0
2017,1,2,14,0,16,14,10.0,0,1,1,0,13.0,13.0
2017,1,2,14,0,17,14,12.0,0,1,1,0,12.0,12.0
2017,1,2,14,0,18,14,9.0,0,1,1,0,12.0,11.0
2017,1,2,14,0,19,14,14.0,0,1,1,0,12.0,12.0
2017,1,2,14,0,20,14,6.0,0,1,1,0,6.0,6.0
2017,1,2,14,0,21,14,3.0,0,1,1,0,5.0,5.0
2017,1,2,14,0,22,14,16.0,0,1,1,0,7.0,8.0
2017,1,2,14,0,23,14,2.0,0,1,1,0,3.0,3.0
2017,1,2,14,0,24,14,22.0,0,1,1,0,16.0,17.0
2017,1,2,14,0,25,14,4.0,0,1,1,0,5.0,5.0
2017,1,2,14,0,26,14,22.0,0,1,1,0,22.0,23.0
2017,1,2,14,0,27,14,22.0,0,1,1,0,22.0,23.0
2017,1,2,14,0,28,14,14.0,0,1,1,0,13.0,13.0
2017,1,2,14,0,29,14,27.0,0,1,1,0,22.0,24.0
2017,1,2,14,0,30,14,14.0,0,1,1,0,15.0,15.0
2017,1,2,14,0,31,14,9.0,0,1,1,0,7.0,7.0
2017,1,2,14,0,32,14,11.0,0,1,1,0,15.0,15.0
2017,1,2,14,0,33,14,16.0,0,1,1,0,15.0,15.0
2017,1,2,14,0,34,14,4.0,0,1,1,0,4.0,4.0
2017,1,2,14,0,35,14,13.0,0,1,1,0,18.0,18.0
2017,1,2,14,0,36,14,10.0,0,1,1,0,9.0,9.0
2017,1,2,14,0,37,14,13.0,0,1,1,0,13.0,13.0
2017,1,2,14,0,38,14,16.0,0,1,1,0,14.0,14.0
2017,1,2,14,0,39,14,13.0,0,1,1,0,15.0,15.0
2017,1,2,14,0,40,14,23.0,0,1,1,0,23.0,23.0
2017,1,2,14,0,41,14,25.0,0,1,1,0,27.0,28.0
2017,1,2,14,0,42,14,11.0,0,1,1,0,7.0,8.0
2017,1,2,14,0,43,14,11.0,0,1,1,0,9.0,10.0
2017,1,2,14,0,44,14,39.0,0,1,1,0,45.0,42.0
2017,1,2,14,0,45,14,13.0,0,1,1,0,14.0,14.0
2017,1,2,14,0,46,14,10.0,0,1,1,0,8.0,8.0
2017,1,2,14,0,47,14,19.0,0,1,1,0,16.0,17.0
2017,1,2,14,0,48,14,11.0,0,1,1,0,13.0,13.0
2017,1,2,14,0,49,14,8.0,0,1,1,0,10.0,10.0
2017,1,2,14,0,50,14,17.0,0,1,1,0,15.0,16.0
2017,1,2,15,0,1,14,10.0,0,1,1,0,8.0,9.0
2017,1,2,15,0,2,14,2.0,0,1,1,0,7.0,6.0
2017,1,2,15,0,3,14,9.0,0,1,1,0,8.0,8.0
2017,1,2,15,0,4,14,6.0,0,1,1,0,8.0,8.0
2017,1,2,15,0,5,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,15,0,6,14,10.0,0,1,1,0,13.0,13.0
2017,1,2,15,0,7,14,7.0,0,1,1,0,9.0,9.0
2017,1,2,15,0,8,14,7.0,0,1,1,0,8.0,8.0
2017,1,2,15,0,9,14,12.0,0,1,1,0,8.0,8.0
2017,1,2,15,0,10,14,6.0,0,1,1,0,10.0,9.0
2017,1,2,15,0,11,14,7.0,0,1,1,0,10.0,9.0
2017,1,2,15,0,12,14,16.0,0,1,1,0,11.0,11.0
2017,1,2,15,0,13,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,15,0,14,14,9.0,0,1,1,0,11.0,11.0
2017,1,2,15,0,15,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,15,0,16,14,10.0,0,1,1,0,14.0,15.0
2017,1,2,15,0,17,14,11.0,0,1,1,0,13.0,12.0
2017,1,2,15,0,18,14,9.0,0,1,1,0,13.0,12.0
2017,1,2,15,0,19,14,12.0,0,1,1,0,13.0,13.0
2017,1,2,15,0,20,14,8.0,0,1,1,0,6.0,6.0
2017,1,2,15,0,21,14,1.0,0,1,1,0,5.0,5.0
2017,1,2,15,0,22,14,7.0,0,1,1,0,8.0,9.0
2017,1,2,15,0,23,14,4.0,0,1,1,0,4.0,3.0
2017,1,2,15,0,24,14,21.0,0,1,1,0,17.0,18.0
2017,1,2,15,0,25,14,5.0,0,1,1,0,5.0,5.0
2017,1,2,15,0,26,14,22.0,0,1,1,0,22.0,22.0
2017,1,2,15,0,27,14,22.0,0,1,1,0,22.0,22.0
2017,1,2,15,0,28,14,14.0,0,1,1,0,14.0,13.0
2017,1,2,15,0,29,14,26.0,0,1,1,0,22.0,24.0
2017,1,2,15,0,30,14,9.0,0,1,1,0,16.0,16.0
2017,1,2,15,0,31,14,4.0,0,1,1,0,7.0,6.0
2017,1,2,15,0,32,14,17.0,0,1,1,0,15.0,15.0
2017,1,2,15,0,33,14,15.0,0,1,1,0,16.0,16.0
2017,1,2,15,0,34,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,15,0,35,14,18.0,0,1,1,0,18.0,18.0
2017,1,2,15,0,36,14,12.0,0,1,1,0,9.0,9.0
2017,1,2,15,0,37,14,7.0,0,1,1,0,13.0,13.0
2017,1,2,15,0,38,14,18.0,0,1,1,0,15.0,15.0
2017,1,2,15,0,39,14,19.0,0,1,1,0,16.0,16.0
2017,1,2,15,0,40,14,25.0,0,1,1,0,23.0,23.0
2017,1,2,15,0,41,14,34.0,0,1,1,0,27.0,28.0
2017,1,2,15,0,42,14,7.0,0,1,1,0,7.0,7.0
2017,1,2,15,0,43,14,7.0,0,1,1,0,9.0,9.0
2017,1,2,15,0,44,14,36.0,0,1,1,0,45.0,43.0
2017,1,2,15,0,45,14,13.0,0,1,1,0,15.0,15.0
2017,1,2,15,0,46,14,9.0,0,1,1,0,9.0,9.0
2017,1,2,15,0,47,14,15.0,0,1,1,0,16.0,16.0
2017,1,2,15,0,48,14,9.0,0,1,1,0,13.0,13.0
2017,1,2,15,0,49,14,9.0,0,1,1,0,10.0,9.0
2017,1,2,15,0,50,14,12.0,0,1,1,0,15.0,16.0
2017,1,2,16,0,1,14,5.0,0,1,1,0,8.0,8.0
2017,1,2,16,0,2,14,7.0,0,1,1,0,7.0,6.0
2017,1,2,16,0,3,14,7.0,0,1,1,0,9.0,9.0
2017,1,2,16,0,4,14,7.0,0,1,1,0,9.0,9.0
2017,1,2,16,0,5,14,1.0,0,1,1,0,5.0,4.0
2017,1,2,16,0,6,14,10.0,0,1,1,0,13.0,13.0
2017,1,2,16,0,7,14,10.0,0,1,1,0,9.0,9.0
2017,1,2,16,0,8,14,8.0,0,1,1,0,9.0,9.0
2017,1,2,16,0,9,14,8.0,0,1,1,0,8.0,8.0
2017,1,2,16,0,10,14,8.0,0,1,1,0,10.0,9.0
2017,1,2,16,0,11,14,5.0,0,1,1,0,10.0,9.0
2017,1,2,16,0,12,14,11.0,0,1,1,0,11.0,12.0
2017,1,2,16,0,13,14,4.0,0,1,1,0,4.0,3.0
2017,1,2,16,0,14,14,11.0,0,1,1,0,11.0,12.0
2017,1,2,16,0,15,14,1.0,0,1,1,0,4.0,3.0
2017,1,2,16,0,16,14,12.0,0,1,1,0,14.0,14.0
2017,1,2,16,0,17,14,12.0,0,1,1,0,13.0,12.0
2017,1,2,16,0,18,14,9.0,0,1,1,0,14.0,14.0
2017,1,2,16,0,19,14,8.0,0,1,1,0,13.0,13.0
2017,1,2,16,0,20,14,5.0,0,1,1,0,6.0,6.0
2017,1,2,16,0,21,14,4.0,0,1,1,0,5.0,5.0
2017,1,2,16,0,22,14,8.0,0,1,1,0,8.0,9.0
2017,1,2,16,0,23,14,2.0,0,1,1,0,4.0,3.0
2017,1,2,16,0,24,14,19.0,0,1,1,0,17.0,19.0
2017,1,2,16,0,25,14,1.0,0,1,1,0,5.0,4.0
2017,1,2,16,0,26,14,22.0,0,1,1,0,23.0,27.0
2017,1,2,16,0,27,14,24.0,0,1,1,0,23.0,27.0
2017,1,2,16,0,28,14,13.0,0,1,1,0,14.0,14.0
2017,1,2,16,0,29,14,29.0,0,1,1,0,23.0,27.0
2017,1,2,16,0,30,14,14.0,0,1,1,0,16.0,17.0
2017,1,2,16,0,31,14,3.0,0,1,1,0,8.0,7.0
2017,1,2,16,0,32,14,11.0,0,1,1,0,15.0,15.0
2017,1,2,16,0,33,14,14.0,0,1,1,0,17.0,19.0
2017,1,2,16,0,34,14,3.0,0,1,1,0,4.0,3.0
2017,1,2,16,0,35,14,23.0,0,1,1,0,19.0,21.0
2017,1,2,16,0,36,14,5.0,0,1,1,0,10.0,9.0
2017,1,2,16,0,37,14,20.0,0,1,1,0,13.0,13.0
2017,1,2,16,0,38,14,13.0,0,1,1,0,15.0,15.0
2017,1,2,16,0,39,14,19.0,0,1,1,0,17.0,17.0
2017,1,2,16,0,40,14,33.0,0,1,1,0,24.0,26.0
2017,1,2,16,0,41,14,37.0,0,1,1,0,27.0,30.0
2017,1,2,16,0,42,14,5.0,0,1,1,0,7.0,7.0
2017,1,2,16,0,43,14,5.0,0,1,1,0,10.0,9.0
2017,1,2,16,0,44,14,49.0,0,1,1,0,45.0,44.0
2017,1,2,16,0,45,14,22.0,0,1,1,0,16.0,17.0
2017,1,2,16,0,46,14,8.0,0,1,1,0,9.0,9.0
2017,1,2,16,0,47,14,24.0,0,1,1,0,18.0,20.0
2017,1,2,16,0,48,14,23.0,0,1,1,0,14.0,14.0
2017,1,2,16,0,49,14,8.0,0,1,1,0,10.0,9.0
