year,month,day,hour,weekday,grid_id,temperture,rainy,holiday,car_number
2017,1,2,12,0,82,15,0,1,10.0
2017,1,2,12,0,83,15,0,1,22.0
2017,1,2,12,0,84,15,0,1,18.0
2017,1,2,12,0,85,15,0,1,20.0
2017,1,2,12,0,86,15,0,1,11.0
2017,1,2,12,0,87,15,0,1,28.0
2017,1,2,12,0,88,15,0,1,8.0
2017,1,2,12,0,89,15,0,1,22.0
2017,1,2,12,0,90,15,0,1,12.0
2017,1,2,12,0,91,15,0,1,7.0
2017,1,2,12,0,92,15,0,1,34.0
2017,1,2,12,0,93,15,0,1,27.0
2017,1,2,12,0,94,15,0,1,16.0
2017,1,2,12,0,95,15,0,1,7.0
2017,1,2,12,0,96,15,0,1,16.0
2017,1,2,12,0,97,15,0,1,12.0
2017,1,2,12,0,98,15,0,1,29.0
2017,1,2,12,0,99,15,0,1,26.0
2017,1,2,12,0,100,15,0,1,18.0
2017,1,2,13,0,51,15,0,1,8.0
2017,1,2,13,0,52,15,0,1,0.0
2017,1,2,13,0,53,15,0,1,1.0
2017,1,2,13,0,54,15,0,1,7.0
2017,1,2,13,0,55,15,0,1,2.0
2017,1,2,13,0,56,15,0,1,11.0
2017,1,2,13,0,57,15,0,1,1.0
2017,1,2,13,0,58,15,0,1,1.0
2017,1,2,13,0,59,15,0,1,5.0
2017,1,2,13,0,60,15,0,1,17.0
2017,1,2,13,0,61,15,0,1,15.0
2017,1,2,13,0,62,15,0,1,17.0
2017,1,2,13,0,63,15,0,1,26.0
2017,1,2,13,0,64,15,0,1,9.0
2017,1,2,13,0,65,15,0,1,9.0
2017,1,2,13,0,66,15,0,1,10.0
2017,1,2,13,0,67,15,0,1,17.0
2017,1,2,13,0,68,15,0,1,16.0
2017,1,2,13,0,69,15,0,1,5.0
2017,1,2,13,0,70,15,0,1,13.0
2017,1,2,13,0,71,15,0,1,11.0
2017,1,2,13,0,72,15,0,1,7.0
2017,1,2,13,0,73,15,0,1,5.0
2017,1,2,13,0,74,15,0,1,6.0
2017,1,2,13,0,75,15,0,1,9.0
2017,1,2,13,0,76,15,0,1,1.0
2017,1,2,13,0,77,15,0,1,12.0
2017,1,2,13,0,78,15,0,1,26.0
2017,1,2,13,0,79,15,0,1,25.0
2017,1,2,13,0,80,15,0,1,12.0
2017,1,2,13,0,81,15,0,1,7.0
2017,1,2,13,0,82,15,0,1,8.0
2017,1,2,13,0,83,15,0,1,14.0
2017,1,2,13,0,84,15,0,1,12.0
2017,1,2,13,0,85,15,0,1,22.0
2017,1,2,13,0,86,15,0,1,12.0
2017,1,2,13,0,87,15,0,1,34.0
2017,1,2,13,0,88,15,0,1,13.0
2017,1,2,13,0,89,15,0,1,17.0
2017,1,2,13,0,90,15,0,1,9.0
2017,1,2,13,0,91,15,0,1,3.0
2017,1,2,13,0,92,15,0,1,49.0
2017,1,2,13,0,93,15,0,1,31.0
2017,1,2,13,0,94,15,0,1,13.0
2017,1,2,13,0,95,15,0,1,12.0
2017,1,2,13,0,96,15,0,1,22.0
2017,1,2,13,0,97,15,0,1,20.0
2017,1,2,13,0,98,15,0,1,30.0
2017,1,2,13,0,99,15,0,1,35.0
2017,1,2,13,0,100,15,0,1,16.0
2017,1,2,14,0,51,14,0,1,6.0
2017,1,2,14,0,52,14,0,1,0.0
2017,1,2,14,0,53,14,0,1,3.0
2017,1,2,14,0,54,14,0,1,4.0
2017,1,2,14,0,55,14,0,1,6.0
2017,1,2,14,0,56,14,0,1,15.0
2017,1,2,14,0,57,14,0,1,0.0
2017,1,2,14,0,58,14,0,1,1.0
2017,1,2,14,0,59,14,0,1,5.0
2017,1,2,14,0,60,14,0,1,24.0
2017,1,2,14,0,61,14,0,1,22.0
2017,1,2,14,0,62,14,0,1,21.0
2017,1,2,14,0,63,14,0,1,24.0
2017,1,2,14,0,64,14,0,1,6.0
2017,1,2,14,0,65,14,0,1,11.0
2017,1,2,14,0,66,14,0,1,14.0
2017,1,2,14,0,67,14,0,1,18.0
2017,1,2,14,0,68,14,0,1,16.0
2017,1,2,14,0,69,14,0,1,5.0
2017,1,2,14,0,70,14,0,1,16.0
2017,1,2,14,0,71,14,0,1,14.0
2017,1,2,14,0,72,14,0,1,17.0
2017,1,2,14,0,73,14,0,1,14.0
2017,1,2,14,0,74,14,0,1,4.0
2017,1,2,14,0,75,14,0,1,11.0
2017,1,2,14,0,76,14,0,1,3.0
2017,1,2,14,0,77,14,0,1,11.0
2017,1,2,14,0,78,14,0,1,22.0
2017,1,2,14,0,79,14,0,1,23.0
2017,1,2,14,0,80,14,0,1,12.0
2017,1,2,14,0,81,14,0,1,4.0
2017,1,2,14,0,82,14,0,1,2.0
2017,1,2,14,0,83,14,0,1,17.0
2017,1,2,14,0,84,14,0,1,15.0
2017,1,2,14,0,85,14,0,1,17.0
2017,1,2,14,0,86,14,0,1,14.0
2017,1,2,14,0,87,14,0,1,37.0
2017,1,2,14,0,88,14,0,1,7.0
2017,1,2,14,0,89,14,0,1,19.0
2017,1,2,14,0,90,14,0,1,13.0
2017,1,2,14,0,91,14,0,1,4.0
2017,1,2,14,0,92,14,0,1,44.0
2017,1,2,14,0,93,14,0,1,24.0
2017,1,2,14,0,94,14,0,1,16.0
2017,1,2,14,0,95,14,0,1,6.0
2017,1,2,14,0,96,14,0,1,12.0
2017,1,2,14,0,97,14,0,1,21.0
2017,1,2,14,0,98,14,0,1,31.0
2017,1,2,14,0,99,14,0,1,38.0
2017,1,2,14,0,100,14,0,1,18.0
2017,1,2,15,0,51,14,0,1,4.0
2017,1,2,15,0,52,14,0,1,0.0
2017,1,2,15,0,53,14,0,1,4.0
2017,1,2,15,0,54,14,0,1,7.0
2017,1,2,15,0,55,14,0,1,3.0
2017,1,2,15,0,56,14,0,1,14.0
2017,1,2,15,0,57,14,0,1,2.0
2017,1,2,15,0,58,14,0,1,2.0
2017,1,2,15,0,59,14,0,1,6.0
2017,1,2,15,0,60,14,0,1,17.0
2017,1,2,15,0,61,14,0,1,17.0
2017,1,2,15,0,62,14,0,1,19.0
2017,1,2,15,0,63,14,0,1,25.0
2017,1,2,15,0,64,14,0,1,7.0
2017,1,2,15,0,65,14,0,1,9.0
2017,1,2,15,0,66,14,0,1,12.0
2017,1,2,15,0,67,14,0,1,16.0
2017,1,2,15,0,68,14,0,1,17.0
2017,1,2,15,0,69,14,0,1,4.0
2017,1,2,15,0,70,14,0,1,10.0
2017,1,2,15,0,71,14,0,1,13.0
2017,1,2,15,0,72,14,0,1,15.0
2017,1,2,15,0,73,14,0,1,7.0
2017,1,2,15,0,74,14,0,1,9.0
2017,1,2,15,0,75,14,0,1,8.0
2017,1,2,15,0,76,14,0,1,5.0
2017,1,2,15,0,77,14,0,1,13.0
2017,1,2,15,0,78,14,0,1,20.0
2017,1,2,15,0,79,14,0,1,17.0
2017,1,2,15,0,80,14,0,1,20.0
2017,1,2,15,0,81,14,0,1,8.0
2017,1,2,15,0,82,14,0,1,8.0
2017,1,2,15,0,83,14,0,1,13.0
2017,1,2,15,0,84,14,0,1,14.0
2017,1,2,15,0,85,14,0,1,18.0
2017,1,2,15,0,86,14,0,1,12.0
2017,1,2,15,0,87,14,0,1,35.0
2017,1,2,15,0,88,14,0,1,10.0
2017,1,2,15,0,89,14,0,1,19.0
2017,1,2,15,0,90,14,0,1,8.0
2017,1,2,15,0,91,14,0,1,4.0
2017,1,2,15,0,92,14,0,1,44.0
2017,1,2,15,0,93,14,0,1,33.0
2017,1,2,15,0,94,14,0,1,18.0
2017,1,2,15,0,95,14,0,1,10.0
2017,1,2,15,0,96,14,0,1,15.0
2017,1,2,15,0,97,14,0,1,19.0
2017,1,2,15,0,98,14,0,1,26.0
2017,1,2,15,0,99,14,0,1,29.0
2017,1,2,15,0,100,14,0,1,18.0
2017,1,2,16,0,51,14,0,1,6.0
2017,1,2,16,0,52,14,0,1,0.0
2017,1,2,16,0,53,14,0,1,2.0
2017,1,2,16,0,54,14,0,1,5.0
2017,1,2,16,0,55,14,0,1,11.0
2017,1,2,16,0,56,14,0,1,8.0
2017,1,2,16,0,57,14,0,1,1.0
2017,1,2,16,0,58,14,0,1,2.0
2017,1,2,16,0,59,14,0,1,7.0
2017,1,2,16,0,60,14,0,1,15.0
2017,1,2,16,0,61,14,0,1,12.0
2017,1,2,16,0,62,14,0,1,15.0
2017,1,2,16,0,63,14,0,1,21.0
2017,1,2,16,0,64,14,0,1,7.0
2017,1,2,16,0,65,14,0,1,13.0
2017,1,2,16,0,66,14,0,1,11.0
2017,1,2,16,0,67,14,0,1,18.0
2017,1,2,16,0,68,14,0,1,18.0
2017,1,2,16,0,69,14,0,1,6.0
2017,1,2,16,0,70,14,0,1,12.0
2017,1,2,16,0,71,14,0,1,18.0
2017,1,2,16,0,72,14,0,1,11.0
2017,1,2,16,0,73,14,0,1,11.0
2017,1,2,16,0,74,14,0,1,5.0
2017,1,2,16,0,75,14,0,1,9.0
2017,1,2,16,0,76,14,0,1,5.0
2017,1,2,16,0,77,14,0,1,13.0
2017,1,2,16,0,78,14,0,1,19.0
2017,1,2,16,0,79,14,0,1,23.0
2017,1,2,16,0,80,14,0,1,12.0
2017,1,2,16,0,81,14,0,1,9.0
2017,1,2,16,0,82,14,0,1,8.0
2017,1,2,16,0,83,14,0,1,16.0
2017,1,2,16,0,84,14,0,1,10.0
2017,1,2,16,0,85,14,0,1,21.0
2017,1,2,16,0,86,14,0,1,14.0
2017,1,2,16,0,87,14,0,1,45.0
2017,1,2,16,0,88,14,0,1,15.0
2017,1,2,16,0,89,14,0,1,23.0
2017,1,2,16,0,90,14,0,1,19.0
2017,1,2,16,0,91,14,0,1,6.0
2017,1,2,16,0,92,14,0,1,57.0
2017,1,2,16,0,93,14,0,1,35.0
2017,1,2,16,0,94,14,0,1,21.0
2017,1,2,16,0,95,14,0,1,8.0
2017,1,2,16,0,96,14,0,1,18.0
2017,1,2,16,0,97,14,0,1,22.0
2017,1,2,16,0,98,14,0,1,29.0
2017,1,2,16,0,99,14,0,1,35.0
2017,1,2,16,0,100,14,0,1,27.0
2017,1,2,17,0,51,13,0,1,9.0
2017,1,2,17,0,52,13,0,1,0.0
2017,1,2,17,0,53,13,0,1,4.0
2017,1,2,17,0,54,13,0,1,5.0
2017,1,2,17,0,55,13,0,1,3.0
2017,1,2,17,0,56,13,0,1,13.0
2017,1,2,17,0,57,13,0,1,0.0
2017,1,2,17,0,58,13,0,1,0.0
2017,1,2,17,0,59,13,0,1,8.0
2017,1,2,17,0,60,13,0,1,16.0
2017,1,2,17,0,61,13,0,1,16.0
2017,1,2,17,0,62,13,0,1,17.0
2017,1,2,17,0,63,13,0,1,20.0
2017,1,2,17,0,64,13,0,1,9.0
2017,1,2,17,0,65,13,0,1,8.0
2017,1,2,17,0,66,13,0,1,11.0
2017,1,2,17,0,67,13,0,1,16.0
2017,1,2,17,0,68,13,0,1,14.0
2017,1,2,17,0,69,13,0,1,8.0
2017,1,2,17,0,70,13,0,1,12.0
2017,1,2,17,0,71,13,0,1,11.0
2017,1,2,17,0,72,13,0,1,9.0
2017,1,2,17,0,73,13,0,1,18.0
2017,1,2,17,0,74,13,0,1,2.0
2017,1,2,17,0,75,13,0,1,10.0
2017,1,2,17,0,76,13,0,1,3.0
2017,1,2,17,0,77,13,0,1,8.0
2017,1,2,17,0,78,13,0,1,13.0
2017,1,2,17,0,79,13,0,1,16.0
2017,1,2,17,0,80,13,0,1,14.0
2017,1,2,17,0,81,13,0,1,10.0
2017,1,2,17,0,82,13,0,1,12.0
2017,1,2,17,0,83,13,0,1,14.0
2017,1,2,17,0,84,13,0,1,8.0
2017,1,2,17,0,85,13,0,1,19.0
2017,1,2,17,0,86,13,0,1,13.0
2017,1,2,17,0,87,13,0,1,46.0
2017,1,2,17,0,88,13,0,1,15.0
2017,1,2,17,0,89,13,0,1,19.0
2017,1,2,17,0,90,13,0,1,14.0
2017,1,2,17,0,91,13,0,1,4.0
2017,1,2,17,0,92,13,0,1,48.0
2017,1,2,17,0,93,13,0,1,23.0
2017,1,2,17,0,94,13,0,1,11.0
2017,1,2,17,0,95,13,0,1,5.0
2017,1,2,17,0,96,13,0,1,13.0
2017,1,2,17,0,97,13,0,1,19.0
2017,1,2,17,0,98,13,0,1,38.0
2017,1,2,17,0,99,13,0,1,37.0
2017,1,2,17,0,100,13,0,1,16.0
2017,1,2,18,0,51,13,0,1,4.0
2017,1,2,18,0,52,13,0,1,0.0
2017,1,2,18,0,53,13,0,1,2.0
2017,1,2,18,0,54,13,0,1,4.0
2017,1,2,18,0,55,13,0,1,7.0
2017,1,2,18,0,56,13,0,1,12.0
2017,1,2,18,0,57,13,0,1,3.0
2017,1,2,18,0,58,13,0,1,1.0
2017,1,2,18,0,59,13,0,1,5.0
2017,1,2,18,0,60,13,0,1,17.0
2017,1,2,18,0,61,13,0,1,15.0
2017,1,2,18,0,62,13,0,1,17.0
2017,1,2,18,0,63,13,0,1,20.0
2017,1,2,18,0,64,13,0,1,9.0
2017,1,2,18,0,65,13,0,1,7.0
2017,1,2,18,0,66,13,0,1,12.0
2017,1,2,18,0,67,13,0,1,8.0
2017,1,2,18,0,68,13,0,1,13.0
2017,1,2,18,0,69,13,0,1,10.0
2017,1,2,18,0,70,13,0,1,17.0
2017,1,2,18,0,71,13,0,1,16.0
2017,1,2,18,0,72,13,0,1,10.0
2017,1,2,18,0,73,13,0,1,11.0
2017,1,2,18,0,74,13,0,1,7.0
2017,1,2,18,0,75,13,0,1,11.0
2017,1,2,18,0,76,13,0,1,5.0
2017,1,2,18,0,77,13,0,1,11.0
2017,1,2,18,0,78,13,0,1,20.0
2017,1,2,18,0,79,13,0,1,21.0
2017,1,2,18,0,80,13,0,1,11.0
2017,1,2,18,0,81,13,0,1,11.0
2017,1,2,18,0,82,13,0,1,7.0
2017,1,2,18,0,83,13,0,1,9.0
2017,1,2,18,0,84,13,0,1,14.0
2017,1,2,18,0,85,13,0,1,12.0
2017,1,2,18,0,86,13,0,1,15.0
2017,1,2,18,0,87,13,0,1,39.0
2017,1,2,18,0,88,13,0,1,9.0
2017,1,2,18,0,89,13,0,1,21.0
2017,1,2,18,0,90,13,0,1,14.0
2017,1,2,18,0,91,13,0,1,3.0
2017,1,2,18,0,92,13,0,1,58.0
2017,1,2,18,0,93,13,0,1,29.0
2017,1,2,18,0,94,13,0,1,10.0
2017,1,2,18,0,95,13,0,1,5.0
2017,1,2,18,0,96,13,0,1,14.0
2017,1,2,18,0,97,13,0,1,23.0
2017,1,2,18,0,98,13,0,1,43.0
2017,1,2,18,0,99,13,0,1,42.0
2017,1,2,18,0,100,13,0,1,13.0
2017,1,2,19,0,51,12,0,1,6.0
2017,1,2,19,0,52,12,0,1,0.0
2017,1,2,19,0,53,12,0,1,1.0
2017,1,2,19,0,54,12,0,1,3.0
2017,1,2,19,0,55,12,0,1,7.0
2017,1,2,19,0,56,12,0,1,6.0
2017,1,2,19,0,57,12,0,1,5.0
2017,1,2,19,0,58,12,0,1,4.0
2017,1,2,19,0,59,12,0,1,8.0
2017,1,2,19,0,60,12,0,1,10.0
2017,1,2,19,0,61,12,0,1,5.0
2017,1,2,19,0,62,12,0,1,6.0
2017,1,2,19,0,63,12,0,1,11.0
2017,1,2,19,0,64,12,0,1,4.0
2017,1,2,19,0,65,12,0,1,5.0
2017,1,2,19,0,66,12,0,1,5.0
2017,1,2,19,0,67,12,0,1,11.0
2017,1,2,19,0,68,12,0,1,12.0
2017,1,2,19,0,69,12,0,1,6.0
2017,1,2,19,0,70,12,0,1,14.0
2017,1,2,19,0,71,12,0,1,11.0
2017,1,2,19,0,72,12,0,1,7.0
2017,1,2,19,0,73,12,0,1,8.0
2017,1,2,19,0,74,12,0,1,13.0
2017,1,2,19,0,75,12,0,1,18.0
2017,1,2,19,0,76,12,0,1,2.0
2017,1,2,19,0,77,12,0,1,15.0
2017,1,2,19,0,78,12,0,1,10.0
2017,1,2,19,0,79,12,0,1,10.0
2017,1,2,19,0,80,12,0,1,12.0
2017,1,2,19,0,81,12,0,1,5.0
2017,1,2,19,0,82,12,0,1,3.0
2017,1,2,19,0,83,12,0,1,10.0
2017,1,2,19,0,84,12,0,1,12.0
2017,1,2,19,0,85,12,0,1,16.0
2017,1,2,19,0,86,12,0,1,12.0
2017,1,2,19,0,87,12,0,1,25.0
2017,1,2,19,0,88,12,0,1,11.0
2017,1,2,19,0,89,12,0,1,15.0
2017,1,2,19,0,90,12,0,1,13.0
2017,1,2,19,0,91,12,0,1,2.0
2017,1,2,19,0,92,12,0,1,41.0
2017,1,2,19,0,93,12,0,1,27.0
2017,1,2,19,0,94,12,0,1,17.0
2017,1,2,19,0,95,12,0,1,3.0
2017,1,2,19,0,96,12,0,1,12.0
2017,1,2,19,0,97,12,0,1,16.0
2017,1,2,19,0,98,12,0,1,29.0
2017,1,2,19,0,99,12,0,1,29.0
2017,1,2,19,0,100,12,0,1,16.0
2017,1,2,20,0,51,10,0,1,2.0
2017,1,2,20,0,52,10,0,1,0.0
2017,1,2,20,0,53,10,0,1,3.0
2017,1,2,20,0,54,10,0,1,0.0
2017,1,2,20,0,55,10,0,1,6.0
2017,1,2,20,0,56,10,0,1,7.0
2017,1,2,20,0,57,10,0,1,1.0
2017,1,2,20,0,58,10,0,1,2.0
2017,1,2,20,0,59,10,0,1,8.0
2017,1,2,20,0,60,10,0,1,11.0
2017,1,2,20,0,61,10,0,1,11.0
2017,1,2,20,0,62,10,0,1,12.0
2017,1,2,20,0,63,10,0,1,13.0
2017,1,2,20,0,64,10,0,1,14.0
2017,1,2,20,0,65,10,0,1,13.0
2017,1,2,20,0,66,10,0,1,8.0
2017,1,2,20,0,67,10,0,1,11.0
2017,1,2,20,0,68,10,0,1,17.0
2017,1,2,20,0,69,10,0,1,4.0
2017,1,2,20,0,70,10,0,1,16.0
2017,1,2,20,0,71,10,0,1,15.0
2017,1,2,20,0,72,10,0,1,17.0
2017,1,2,20,0,73,10,0,1,6.0
2017,1,2,20,0,74,10,0,1,7.0
2017,1,2,20,0,75,10,0,1,11.0
2017,1,2,20,0,76,10,0,1,5.0
2017,1,2,20,0,77,10,0,1,9.0
2017,1,2,20,0,78,10,0,1,10.0
2017,1,2,20,0,79,10,0,1,9.0
2017,1,2,20,0,80,10,0,1,14.0
2017,1,2,20,0,81,10,0,1,5.0
2017,1,2,20,0,82,10,0,1,3.0
2017,1,2,20,0,83,10,0,1,12.0
2017,1,2,20,0,84,10,0,1,15.0
2017,1,2,20,0,85,10,0,1,14.0
2017,1,2,20,0,86,10,0,1,15.0
2017,1,2,20,0,87,10,0,1,14.0
2017,1,2,20,0,88,10,0,1,7.0
2017,1,2,20,0,89,10,0,1,26.0
2017,1,2,20,0,90,10,0,1,7.0
2017,1,2,20,0,91,10,0,1,5.0
2017,1,2,20,0,92,10,0,1,37.0
2017,1,2,20,0,93,10,0,1,24.0
2017,1,2,20,0,94,10,0,1,21.0
2017,1,2,20,0,95,10,0,1,3.0
2017,1,2,20,0,96,10,0,1,12.0
2017,1,2,20,0,97,10,0,1,26.0
2017,1,2,20,0,98,10,0,1,24.0
2017,1,2,20,0,99,10,0,1,23.0
2017,1,2,20,0,100,10,0,1,22.0
2017,1,2,21,0,51,9,0,1,3.0
2017,1,2,21,0,52,9,0,1,0.0
2017,1,2,21,0,53,9,0,1,2.0
2017,1,2,21,0,54,9,0,1,4.0
2017,1,2,21,0,55,9,0,1,6.0
